Ticker,Sector,28-Dec-17,1-Jan-18,2-Jan-18,3-Jan-18,4-Jan-18,7-Jan-18,8-Jan-18,9-Jan-18,10-Jan-18,11-Jan-18,14-Jan-18,15-Jan-18,16-Jan-18,17-Jan-18,18-Jan-18,21-Jan-18,22-Jan-18,23-Jan-18,24-Jan-18,25-Jan-18,28-Jan-18,29-Jan-18,30-Jan-18,31-Jan-18,1-Feb-18,4-Feb-18,5-Feb-18,6-Feb-18,7-Feb-18,8-Feb-18,11-Feb-18,12-Feb-18,13-Feb-18,14-Feb-18,15-Feb-18,18-Feb-18,19-Feb-18,20-Feb-18,22-Feb-18,25-Feb-18,26-Feb-18,27-Feb-18,28-Feb-18,1-Mar-18,4-Mar-18,5-Mar-18,6-Mar-18,14-Mar-18,
LANKABAFIN,NBFI,22819.00,22914.00,23391.00,23391.00,23391.00,23296.00,23010.00,23010.00,22914.00,22484.00,22293.00,21816.00,21959.00,21386.00,21434.00,21482.00,21959.00,22150.00,21959.00,21816.00,21339.00,21482.00,20909.00,19763383606.65,19190531907.90,18188041435.10,18569942567.60,19381482474.15,19429220115.71,19476957757.27,19811121248.21,19763383606.65,19142794266.34,18856368416.97,18522204926.04,17710665019.48,17567452094.80,17567452094.80,17853877944.17,17471976811.67,17042338037.62,17042338037.62,16660436905.12,17137813320.74,17233288603.86,17042338037.62,16851387471.37,16851387471.37,0.00
LEGACYFOOT,Tannery,638.00,654.00,651.00,659.00,721.00,713.00,697.00,719.00,693.00,693.00,659.00,653.00,659.00,649.00,645.00,645.00,647.00,671.00,664.00,645.00,613.00,609.00,611.00,625564343.25,642625188.98,617602615.25,625564343.25,622152174.11,622152174.11,627839122.68,639213019.83,652861696.41,680159049.57,691532946.72,694945115.87,723379858.74,726792027.89,713143351.31,734753755.89,741578094.18,710868571.88,685845998.15,668785152.42,712005961.59,709731182.16,735891145.61,717692910.17,717692910.17,0.00
LIBRAINFU,Pharmaceuticals,786.00,791.00,791.00,794.00,793.00,787.00,779.00,780.00,768.00,770.00,767.00,762.00,759.00,754.00,790.00,782.00,790.00,779.00,784.00,772.00,775.00,765.00,773.00,746153856.00,758469600.00,731284848.00,755165376.00,775891872.00,790009920.00,807131808.00,789559344.00,778445136.00,777844368.00,786104928.00,794515680.00,767931696.00,762074208.00,782650512.00,831913488.00,879374160.00,854292096.00,883128960.00,927585792.00,922329072.00,900250848.00,928486944.00,904456224.00,904456224.00,0.00
LRGLOBMF1,Mutual Fund,2582.00,2551.00,2489.00,2520.00,2551.00,2520.00,2489.00,2458.00,2520.00,2520.00,2458.00,2458.00,2458.00,2489.00,2489.00,2458.00,2520.00,2489.00,2520.00,2489.00,2489.00,2520.00,2489.00,2426426589.60,2488642656.00,2457534622.80,2426426589.60,2426426589.60,2488642656.00,2488642656.00,2581966755.60,2550858722.40,2519750689.20,2457534622.80,2488642656.00,2488642656.00,2488642656.00,2488642656.00,2457534622.80,2426426589.60,2457534622.80,2488642656.00,2550858722.40,2457534622.80,2488642656.00,2457534622.80,2457534622.80,2457534622.80,0.00
MAKSONSPIN,Textile,2406.00,2454.00,2454.00,2454.00,2478.00,2478.00,2478.00,2478.00,2549.00,2501.00,2478.00,2430.00,2478.00,2430.00,2430.00,2478.00,2478.00,2478.00,2501.00,2478.00,2406.00,2430.00,2454.00,2406148651.13,2382325397.16,2287032381.27,2287032381.27,2358502143.18,2310855635.24,2334678889.21,2429971905.10,2334678889.21,2334678889.21,2406148651.13,2549088174.96,2668204444.82,2596734682.90,2596734682.90,2525264920.99,2453795159.07,2429971905.10,2477618413.04,2453795159.07,2477618413.04,2453795159.07,2382325397.16,2406148651.13,2406148651.13,0.00
MALEKSPIN,Textile,3814.00,3872.00,3930.00,3911.00,3911.00,3891.00,3891.00,3853.00,3833.00,3833.00,3795.00,3756.00,3736.00,3795.00,3795.00,3814.00,3775.00,3775.00,3775.00,3930.00,3930.00,3911.00,3911.00,3872000000.00,3872000000.00,3775200000.00,3794560000.00,3813920000.00,3872000000.00,3891360000.00,3891360000.00,3872000000.00,3775200000.00,3794560000.00,3813920000.00,3755840000.00,3755840000.00,3717120000.00,3678400000.00,3581600000.00,3562240000.00,3581600000.00,3523520000.00,3542880000.00,3542880000.00,3484800000.00,3504160000.00,3504160000.00,0.00
MARICO,Pharmaceuticals,34842.00,34370.00,35157.00,34968.00,34965.00,34341.00,34489.00,35589.00,34968.00,35460.00,34738.00,35564.00,35598.00,35844.00,36360.00,36392.00,36846.00,37469.00,37466.00,37520.00,36899.00,37586.00,37954.00,37796850000.00,37787400000.00,37525950000.00,37409400000.00,38590650000.00,38168550000.00,37929150000.00,38184300000.00,38184300000.00,37321200000.00,37122750000.00,36946350000.00,36092700000.00,36234450000.00,35465850000.00,35670600000.00,35459550000.00,35494200000.00,35787150000.00,36467550000.00,36814050000.00,36133650000.00,36225000000.00,35979300000.00,35979300000.00,0.00
MATINSPINN,Textile,3763.00,3763.00,3792.00,3792.00,3831.00,3773.00,3763.00,3822.00,3792.00,3929.00,3919.00,3861.00,3841.00,3900.00,3939.00,3987.00,3880.00,3792.00,3890.00,3948.00,3909.00,4056.00,3948.00,3889851000.00,3880102000.00,3831357000.00,3811859000.00,3880102000.00,3860604000.00,3928847000.00,3928847000.00,3909349000.00,3889851000.00,3889851000.00,3850855000.00,3821608000.00,3909349000.00,3821608000.00,3811859000.00,3802110000.00,3665624000.00,3675373000.00,3704620000.00,3714369000.00,3880102000.00,3753365000.00,3704620000.00,3704620000.00,0.00
MBL1STMF,Mutual Fund,910.00,910.00,910.00,910.00,910.00,910.00,910.00,910.00,910.00,910.00,910.00,910.00,910.00,910.00,910.00,900.00,910.00,910.00,910.00,900.00,900.00,900.00,900.00,900000000.00,910000000.00,910000000.00,910000000.00,900000000.00,900000000.00,880000000.00,900000000.00,910000000.00,920000000.00,920000000.00,920000000.00,920000000.00,920000000.00,900000000.00,900000000.00,900000000.00,900000000.00,920000000.00,900000000.00,900000000.00,910000000.00,910000000.00,910000000.00,910000000.00,0.00
MEGCONMILK,Foods & Allied,323.00,347.00,347.00,352.00,368.00,395.00,387.00,400.00,410.00,422.00,416.00,413.00,418.00,458.00,456.00,435.00,427.00,448.00,461.00,464.00,451.00,440.00,454.00,462400000.00,507200000.00,524800000.00,505600000.00,524800000.00,558400000.00,572800000.00,561600000.00,566400000.00,614400000.00,598400000.00,574400000.00,577600000.00,560000000.00,534400000.00,505600000.00,526400000.00,524800000.00,539200000.00,555200000.00,561600000.00,547200000.00,529600000.00,516800000.00,516800000.00,0.00
MEGHNACEM,Cement,2288.00,2268.00,2277.00,2295.00,2282.00,2273.00,2248.00,2286.00,2264.00,2288.00,2234.00,2223.00,2324.00,2297.00,2309.00,2288.00,2270.00,2264.00,2275.00,2264.00,2257.00,2241.00,2234.00,2207289240.00,2250040000.00,2211789320.00,2211789320.00,2254540080.00,2209539280.00,2202789160.00,2241039840.00,2245539920.00,2241039840.00,2209539280.00,2202789160.00,2189288920.00,2173538640.00,2162288440.00,2160038400.00,2166788520.00,2162288440.00,2160038400.00,2173538640.00,2182538800.00,2184788840.00,2166788520.00,2193789000.00,2193789000.00,0.00
MEGHNALIFE,Life Insurance,2008.00,2011.00,1984.00,1978.00,1988.00,1961.00,1948.00,1931.00,1914.00,1954.00,1921.00,1924.00,1941.00,1931.00,1924.00,1938.00,1931.00,1917.00,1924.00,1928.00,1928.00,1911.00,1938.00,1887284430.28,1897341008.06,1860466889.53,1857114696.94,1877227852.50,1954328282.16,1987850208.09,2004611171.06,2011315556.25,2011315556.25,2028076519.22,2028076519.22,2004611171.06,1971089245.13,1950976089.56,1940919511.78,1904045393.25,1847058119.16,1863819082.13,1883932237.69,1900693200.66,1904045393.25,1893988815.47,1910749778.44,1910749778.44,0.00
MEGHNAPET,Foods & Allied,218.00,238.00,235.00,239.00,242.00,262.00,263.00,265.00,274.00,286.00,284.00,283.00,293.00,317.00,323.00,316.00,305.00,320.00,317.00,316.00,312.00,296.00,307.00,307200000.00,334800000.00,336000000.00,318000000.00,332400000.00,351600000.00,372000000.00,362400000.00,364800000.00,394800000.00,388800000.00,352800000.00,361200000.00,361200000.00,346800000.00,314400000.00,336000000.00,327600000.00,342000000.00,346800000.00,345600000.00,333600000.00,319200000.00,310800000.00,310800000.00,0.00
MERCANBANK,Bank,20485.00,20950.00,20795.00,20873.00,20717.00,20407.00,19864.00,19864.00,19631.00,19398.00,18933.00,17846.00,18933.00,18545.00,18545.00,18855.00,18855.00,18700.00,18933.00,19166.00,19010.00,19088.00,18855.00,18467228300.57,18001667923.25,17225733961.04,17458514149.70,17768887734.58,17691294338.36,18079261319.47,19320755659.00,19708722640.10,19553535847.66,19165568866.56,18855195281.67,18156854715.69,18156854715.69,18234448111.91,18234448111.91,17613700942.14,17613700942.14,17380920753.48,17303327357.26,17458514149.70,17303327357.26,17070547168.59,16604986791.27,16604986791.27,0.00
MERCINS,General Insurance,1004.00,1013.00,1008.00,1030.00,1026.00,1004.00,1013.00,1000.00,974.00,965.00,970.00,970.00,978.00,948.00,931.00,944.00,948.00,944.00,952.00,952.00,957.00,957.00,970.00,952407456.00,969645600.00,948097920.00,939478848.00,935169312.00,939478848.00,939478848.00,956716992.00,943788384.00,973955136.00,999812352.00,986883744.00,978264672.00,965336064.00,943788384.00,948097920.00,935169312.00,922240704.00,926550240.00,922240704.00,935169312.00,969645600.00,948097920.00,948097920.00,948097920.00,0.00
METROSPIN,Textile,696.00,756.00,738.00,762.00,762.00,780.00,786.00,774.00,786.00,786.00,786.00,750.00,762.00,744.00,750.00,774.00,768.00,768.00,762.00,738.00,732.00,696.00,738.00,713764359.00,713764359.00,683520106.50,671422405.50,689568957.00,671422405.50,671422405.50,725862060.00,707715508.50,744008611.50,786350565.00,804497116.50,852887920.50,840790219.50,834741369.00,816594817.50,780301714.50,762155163.00,786350565.00,780301714.50,786350565.00,780301714.50,762155163.00,780301714.50,780301714.50,0.00
MHSML,Textile,1801.00,1839.00,1933.00,1952.00,1961.00,1961.00,1952.00,1971.00,1952.00,1933.00,1905.00,1877.00,1886.00,1867.00,1905.00,1867.00,1867.00,1886.00,1877.00,1820.00,1745.00,1745.00,1707.00,1593639632.81,1603069453.13,1527630890.63,1537060710.94,1537060710.94,1527630890.63,1518201070.31,1603069453.13,1593639632.81,1640788734.38,1687937835.94,1678508015.63,1650218554.69,1650218554.69,1650218554.69,1621929093.75,1574779992.19,1527630890.63,1527630890.63,1527630890.63,1546490531.25,1537060710.94,1537060710.94,1555920351.56,1555920351.56,0.00
MICEMENT,Cement,12578.00,12563.00,12682.00,12637.00,12667.00,12697.00,12593.00,12608.00,12563.00,12519.00,12385.00,12415.00,12489.00,12400.00,12385.00,12385.00,12400.00,12533.00,12326.00,12326.00,12222.00,12177.00,12029.00,11493900000.00,11508750000.00,11493900000.00,11583000000.00,11686950000.00,11479050000.00,11464200000.00,11686950000.00,11716650000.00,11716650000.00,11761200000.00,11464200000.00,11404800000.00,11479050000.00,11449350000.00,11686950000.00,11449350000.00,11449350000.00,11538450000.00,11523600000.00,11731500000.00,11686950000.00,11686950000.00,11642400000.00,11642400000.00,0.00
MIDASFIN,NBFI,5376.00,5424.00,5412.00,5472.00,5556.00,5689.00,5544.00,5592.00,5532.00,5544.00,5340.00,5280.00,5244.00,5617.00,5605.00,5556.00,5568.00,5568.00,5544.00,5544.00,5328.00,5304.00,5256.00,4991151199.82,4967097459.09,4570210737.18,4606291348.26,4702506311.15,4750613792.60,4834801885.12,4931016848.01,4918989977.65,4979124329.45,4991151199.82,5039258681.26,4870882496.21,4834801885.12,4690479440.79,4449942033.57,4317646459.60,4101162793.10,4101162793.10,4089135922.74,4149270274.55,4317646459.60,4702506311.15,4822775014.76,4822775014.76,0.00
MIRACLEIND,Industrial,1433.00,1439.00,1424.00,1433.00,1499.00,1474.00,1461.00,1496.00,1505.00,1499.00,1436.00,1414.00,1417.00,1411.00,1398.00,1414.00,1405.00,1445.00,1427.00,1405.00,1351.00,1364.00,1355.00,1316914689.02,1316914689.02,1254204465.73,1225984865.25,1232255887.58,1197765264.77,1197765264.77,1316914689.02,1307508155.52,1357676334.15,1341998778.33,1307508155.52,1329456733.67,1414115535.11,1354540822.99,1338863267.17,1335727756.00,1307508155.52,1313779177.85,1285559577.37,1288695088.54,1313779177.85,1351405311.82,1360811845.32,1360811845.32,0.00
MITHUNKNIT,Textile,877.00,881.00,903.00,890.00,907.00,910.00,907.00,916.00,929.00,929.00,958.00,942.00,945.00,926.00,955.00,975.00,955.00,936.00,913.00,913.00,894.00,900.00,916.00,877261448.13,870763215.19,844770283.39,835022933.97,854517632.81,870763215.19,851268516.34,890257914.03,929247311.73,997478757.69,994229641.22,997478757.69,984482291.80,990980524.74,990980524.74,961738476.47,932496428.20,925998195.25,913001729.35,925998195.25,929247311.73,935745544.68,913001729.35,913001729.35,913001729.35,0.00
MJLBD,Fuel & Power,32912.00,32520.00,33033.00,33274.00,34571.00,33938.00,33546.00,33908.00,33546.00,33515.00,33365.00,32671.00,32791.00,32852.00,32912.00,32701.00,32701.00,34058.00,33908.00,33877.00,33636.00,34058.00,33727.00,32821543462.40,32670709163.40,32700876023.20,33062878340.80,33123212060.40,33123212060.40,33062878340.80,33394713798.60,33636048677.00,33213712639.80,33545548097.60,33183545780.00,32761209742.80,32791376602.60,32731042883.00,32610375443.80,32459541144.80,32489708004.60,32610375443.80,32731042883.00,33153378920.20,33605881817.20,33243879499.60,33153378920.20,33153378920.20,0.00
MODERNDYE,Textile,290.00,288.00,283.00,297.00,302.00,295.00,293.00,293.00,293.00,291.00,285.00,283.00,293.00,293.00,293.00,293.00,299.00,293.00,295.00,296.00,298.00,295.00,303.00,290700000.00,285501600.00,282628800.00,287690400.00,299318400.00,300412800.00,322574400.00,316828800.00,317786400.00,325173600.00,328730400.00,320385600.00,324489600.00,329414400.00,327909600.00,324352800.00,316008000.00,309988800.00,320112000.00,309168000.00,309168000.00,310672800.00,311767200.00,312861600.00,312861600.00,0.00
MODERNIND,Foods & Allied,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MONNOCERA,Ceramic,2254.00,2244.00,2229.00,2264.00,2427.00,2354.00,2286.00,2301.00,2276.00,2274.00,2314.00,2284.00,2289.00,2254.00,2229.00,2291.00,2347.00,2565.00,2651.00,2678.00,2598.00,2766.00,2924.00,2879258646.60,3163164603.90,3065179362.00,2977243888.50,2992318541.10,3047592267.30,3127990414.50,3042567383.10,3075229130.40,3210901003.80,3303861361.50,3442045677.00,3434508350.70,3444558119.10,3346572877.20,3409383929.70,3419433698.10,3303861361.50,3256124961.60,3426971024.40,3658115697.60,3627966392.40,3776200476.30,3746051171.10,3746051171.10,0.00
MONNOFABR,Textile,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MONNOJTX,Jute,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MONNOSTAF,Industrial,264.00,262.00,261.00,260.00,260.00,258.00,259.00,258.00,258.00,259.00,259.00,257.00,258.00,260.00,267.00,278.00,270.00,278.00,274.00,277.00,268.00,277.00,297.00,300120000.00,310240000.00,324200000.00,315720000.00,313400000.00,332280000.00,342080000.00,350960000.00,347240000.00,352840000.00,359040000.00,375560000.00,362960000.00,357560000.00,348720000.00,351560000.00,352320000.00,342920000.00,342040000.00,346920000.00,360480000.00,356800000.00,362720000.00,356280000.00,356280000.00,0.00
MPETROLEUM,Fuel & Power,20442.00,20680.00,20756.00,20691.00,20777.00,20864.00,20821.00,20886.00,20853.00,20821.00,20821.00,20464.00,20853.00,20637.00,20734.00,20734.00,20875.00,21080.00,21135.00,21026.00,21091.00,21200.00,21124.00,20766671125.20,20809957568.40,20669276628.00,20734206292.80,20734206292.80,20561060520.00,20431201190.40,20571882130.80,20528595687.60,20539417298.40,20333806693.20,20106552866.40,20041623201.60,20063266423.20,20279698639.20,20496130855.20,20366271525.60,20409557968.80,20398736358.00,20452844412.00,20312163471.60,20333806693.20,20344628304.00,20268877028.40,20268877028.40,0.00
MTB,Bank,17838.00,17889.00,18042.00,18093.00,17940.00,17634.00,17481.00,17532.00,17379.00,17328.00,17073.00,16768.00,17226.00,17023.00,17124.00,17328.00,17379.00,17023.00,16972.00,17023.00,16921.00,16768.00,16717.00,16308993748.30,16359959353.77,16054165720.99,16512856170.16,17328305857.57,17430237068.50,16869615408.40,16920581013.87,16767684197.47,16767684197.47,16767684197.47,16359959353.77,16054165720.99,16512856170.16,16563821775.62,16665752986.55,16818649802.94,16818649802.94,16920581013.87,16767684197.47,17022512224.79,17073477830.26,16869615408.40,17124443435.72,17124443435.72,0.00
NATLIFEINS,Life Insurance,15165.00,14863.00,14948.00,14834.00,14816.00,14787.00,14665.00,14674.00,14570.00,14561.00,14599.00,14504.00,14636.00,14570.00,14570.00,14514.00,14476.00,14476.00,14533.00,14570.00,14599.00,14438.00,14438.00,14107861973.98,13994621610.31,13749267489.02,13475603276.82,13664337216.27,13636027125.35,13617153731.40,14013495004.25,14013495004.25,13994621610.31,14070115186.09,14060678489.11,14060678489.11,14051241792.14,14013495004.25,14013495004.25,14004058307.28,13985184913.33,13956874822.42,13956874822.42,14136172064.89,14070115186.09,14004058307.28,14079551883.06,14079551883.06,0.00
NAVANACNG,Industrial,4598.00,4660.00,4674.00,4790.00,4790.00,4667.00,4653.00,4687.00,4667.00,4653.00,4639.00,4605.00,4619.00,4633.00,4605.00,4605.00,4639.00,4605.00,4639.00,4585.00,4564.00,4585.00,4530.00,4468064198.40,4378977028.80,4214508408.00,4241919844.80,4283037000.00,4207655548.80,4228214126.40,4337859873.60,4214508408.00,4214508408.00,4276184140.80,4351565592.00,4248772704.00,4324154155.20,4262478422.40,4269331281.60,4187096971.20,4166538393.60,4125421238.40,4207655548.80,4180244112.00,4276184140.80,4228214126.40,4303595577.60,4303595577.60,0.00
NBL,Bank,30816.00,31527.00,31290.00,31290.00,31290.00,30579.00,30342.00,30105.00,29868.00,30105.00,29868.00,29631.00,30816.00,29868.00,30105.00,31053.00,30579.00,30342.00,30342.00,31290.00,30579.00,31764.00,31053.00,30815895965.39,30815895965.39,31052941318.97,30341805258.23,30578850611.81,30578850611.81,31289986672.55,31289986672.55,31289986672.55,30815895965.39,31052941318.97,30578850611.81,30104759904.65,29867714551.07,29867714551.07,30104759904.65,29630669197.49,29393623843.91,29393623843.91,28919533136.75,29393623843.91,29156578490.33,28682487783.17,28208397076.01,28208397076.01,0.00
NCCBANK,Bank,15633.00,15721.00,15633.00,15721.00,15721.00,15456.00,15191.00,15103.00,15191.00,15368.00,15015.00,15015.00,15191.00,15015.00,14926.00,14926.00,15015.00,15103.00,15015.00,15280.00,15103.00,15191.00,15103.00,14838026540.17,15014669713.27,14661383367.07,14661383367.07,14926348126.72,14926348126.72,14926348126.72,15279634472.92,15102991299.82,15102991299.82,15014669713.27,14926348126.72,14661383367.07,14749704953.62,14838026540.17,14749704953.62,14749704953.62,14661383367.07,14573061780.53,14573061780.53,14661383367.07,14661383367.07,14661383367.07,14661383367.07,14661383367.07,0.00
NCCBLMF1,Mutual Fund,966.00,966.00,966.00,977.00,977.00,977.00,977.00,966.00,966.00,966.00,966.00,955.00,955.00,955.00,944.00,955.00,955.00,955.00,955.00,955.00,955.00,955.00,944.00,943979588.70,943979588.70,943979588.70,933129248.60,933129248.60,943979588.70,998231289.20,1009081629.30,1030782309.50,1019931969.40,998231289.20,998231289.20,987380949.10,998231289.20,987380949.10,1009081629.30,1009081629.30,1009081629.30,998231289.20,1009081629.30,1009081629.30,911428568.40,889727888.20,889727888.20,889727888.20,0.00
NFML,Industrial,1453.00,1477.00,1525.00,1533.00,1517.00,1501.00,1501.00,1485.00,1461.00,1477.00,1461.00,1453.00,1461.00,1445.00,1445.00,1453.00,1445.00,1429.00,1420.00,1429.00,1388.00,1396.00,1396.00,1355877600.00,1331665500.00,1250958500.00,1275170600.00,1291312000.00,1267099900.00,1267099900.00,1323594800.00,1323594800.00,1331665500.00,1388160400.00,1380089700.00,1347806900.00,1331665500.00,1315524100.00,1331665500.00,1299382700.00,1283241300.00,1267099900.00,1250958500.00,1275170600.00,1291312000.00,1267099900.00,1291312000.00,1291312000.00,0.00
NHFIL,NBFI,5022.00,5022.00,5043.00,5096.00,5128.00,5086.00,5096.00,5011.00,4958.00,4969.00,4905.00,4788.00,4851.00,4756.00,4766.00,4809.00,4883.00,4894.00,4894.00,4841.00,4820.00,4798.00,4756.00,4670608800.00,4574856000.00,4425907200.00,4404628800.00,4468464000.00,4457824800.00,4511020800.00,4585495200.00,4532299200.00,4500381600.00,4511020800.00,4532299200.00,4436546400.00,4393989600.00,4404628800.00,4362072000.00,4287597600.00,4213123200.00,4202484000.00,4202484000.00,4308876000.00,4308876000.00,4234401600.00,4298236800.00,4298236800.00,0.00
NILOYCEM,Cement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NITOLINS,General Insurance,1143.00,1143.00,1150.00,1153.00,1189.00,1189.00,1189.00,1174.00,1171.00,1171.00,1174.00,1185.00,1199.00,1192.00,1174.00,1167.00,1167.00,1174.00,1167.00,1171.00,1171.00,1164.00,1164.00,1163905429.09,1160378442.94,1153324470.65,1149797484.50,1153324470.65,1153324470.65,1160378442.94,1160378442.94,1160378442.94,1111000636.86,1111000636.86,1121581595.31,1128635567.60,1128635567.60,1128635567.60,1132162553.75,1125108581.45,1125108581.45,1125108581.45,1125108581.45,1128635567.60,1125108581.45,1128635567.60,1181540359.84,1181540359.84,0.00
NLI1STMF,Mutual Fund,760.00,760.00,760.00,760.00,765.00,765.00,765.00,765.00,765.00,765.00,755.00,755.00,755.00,745.00,750.00,750.00,755.00,755.00,755.00,755.00,755.00,765.00,755.00,755007000.00,749973620.00,734873480.00,734873480.00,739906860.00,734873480.00,729840100.00,739906860.00,739906860.00,739906860.00,739906860.00,744940240.00,739906860.00,739906860.00,739906860.00,734873480.00,729840100.00,729840100.00,739906860.00,739906860.00,749973620.00,739906860.00,739906860.00,739906860.00,739906860.00,0.00
NORTHERN,Jute,1186.00,1134.00,1147.00,1133.00,1140.00,1131.00,1107.00,1092.00,1067.00,1046.00,1035.00,1039.00,1067.00,1042.00,1068.00,1075.00,1064.00,1052.00,1053.00,1045.00,1011.00,1029.00,1001.00,973539000.00,983820600.00,947620800.00,954903600.00,955546200.00,989175600.00,1073142000.00,1069072200.00,1039726800.00,1043368200.00,1031158800.00,1014022800.00,991531800.00,1001385000.00,1026446400.00,1010167200.00,1015093800.00,982963800.00,977823000.00,971397000.00,974610000.00,970326000.00,978465600.00,997957800.00,997957800.00,0.00
NORTHRNINS,General Insurance,1015.00,1028.00,1020.00,1024.00,1020.00,1007.00,1007.00,1007.00,1003.00,1003.00,1003.00,994.00,1003.00,998.00,998.00,981.00,981.00,968.00,956.00,960.00,960.00,990.00,998.00,993968965.30,989703004.07,942777430.60,942777430.60,972639159.17,968373197.95,985437042.85,1002500887.75,998234926.52,989703004.07,993968965.30,972639159.17,951309353.05,955575314.28,934245508.15,934245508.15,934245508.15,883053973.46,891585895.91,887319934.69,895851857.13,917181663.26,904383779.58,917181663.26,917181663.26,0.00
NPOLYMAR,Industrial,2128.00,2135.00,2189.00,2177.00,2202.00,2192.00,2175.00,2160.00,2162.00,2160.00,2150.00,2133.00,2133.00,2106.00,2106.00,2145.00,2182.00,2162.00,2150.00,2150.00,2030.00,2018.00,1959.00,1936882020.77,1890298782.29,1829005047.46,1829005047.46,1865781288.36,1833908546.25,1873136536.54,1944237268.95,1949140767.73,1998175755.60,1998175755.60,2032500247.11,2003079254.39,2007982753.17,2000627504.99,1985917008.63,1949140767.73,1939333770.16,1922171524.41,1919719775.01,1954044266.52,1963851264.09,2010434502.57,2081535234.98,2081535234.98,0.00
NTC,Foods & Allied,4052.00,4041.00,4026.00,4070.00,4087.00,4037.00,4070.00,4073.00,4027.00,4039.00,4040.00,4012.00,4008.00,3996.00,4188.00,4255.00,4277.00,4244.00,4272.00,4390.00,4275.00,4219.00,4228.00,4134240000.00,4150740000.00,4030620000.00,4038540000.00,4109160000.00,4222680000.00,4376460000.00,4394940000.00,4362600000.00,4462260000.00,4404180000.00,4348740000.00,4334220000.00,4340820000.00,4309140000.00,4254360000.00,4288020000.00,4239840000.00,4233240000.00,4206840000.00,4221360000.00,4202220000.00,4284060000.00,4264920000.00,4264920000.00,0.00
NTLTUBES,Industrial,3807.00,3828.00,3920.00,3908.00,3911.00,4049.00,4015.00,4098.00,4158.00,4179.00,4075.00,3931.00,3963.00,3822.00,3822.00,3948.00,4012.00,3963.00,4072.00,3974.00,3908.00,3966.00,3865.00,3844787506.56,3936878225.28,3887955030.96,3810253487.04,3790108642.32,3787230807.36,3813131322.00,3887955030.96,3988679254.56,3939756060.24,3896588535.84,3887955030.96,3873565856.16,3821764826.88,3798742147.20,3818886991.92,3816009156.96,3882199361.04,3827520496.80,3801619982.16,3902344205.76,4003068429.36,4000190594.40,3925366885.44,3925366885.44,0.00
OAL,Industrial,3144.00,3221.00,3221.00,3206.00,3190.00,3159.00,3175.00,3190.00,3144.00,3129.00,3082.00,3036.00,3067.00,3021.00,3005.00,3005.00,3036.00,3005.00,2990.00,2990.00,2897.00,2882.00,2820.00,2758666347.36,2727843259.68,2573727821.28,2589139365.12,2619962452.80,2573727821.28,2573727821.28,2697020172.00,2697020172.00,2712431715.84,2804900978.88,2789489435.04,2743254803.52,2712431715.84,2681608628.16,2697020172.00,2650785540.48,2619962452.80,2604550908.96,2573727821.28,2619962452.80,2604550908.96,2573727821.28,2604550908.96,2604550908.96,0.00
OCL,Industrial,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1211.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,1210825000.00,0.00
