Ticker,Sector,28-Dec-17,1-Jan-18,2-Jan-18,3-Jan-18,4-Jan-18,7-Jan-18,8-Jan-18,9-Jan-18,10-Jan-18,11-Jan-18,14-Jan-18,15-Jan-18,16-Jan-18,17-Jan-18,18-Jan-18,21-Jan-18,22-Jan-18,23-Jan-18,24-Jan-18,25-Jan-18,28-Jan-18,29-Jan-18,30-Jan-18,31-Jan-18,1-Feb-18,4-Feb-18,5-Feb-18,6-Feb-18,7-Feb-18,8-Feb-18,11-Feb-18,12-Feb-18,13-Feb-18,14-Feb-18,15-Feb-18,18-Feb-18,19-Feb-18,20-Feb-18,22-Feb-18,25-Feb-18,26-Feb-18,27-Feb-18,28-Feb-18,1-Mar-18,4-Mar-18,5-Mar-18,6-Mar-18,14-Mar-18,
1JANATAMF,Mutual Fund,1822.00,1878.00,1850.00,1878.00,1850.00,1850.00,1878.00,1850.00,1878.00,1878.00,1850.00,1850.00,1878.00,1878.00,1878.00,1878.00,1878.00,1878.00,1878.00,1850.00,1850.00,1822.00,1850.00,1821507558.03,1849968613.62,1793046502.43,1764585446.84,1821507558.03,1793046502.43,1821507558.03,1821507558.03,1793046502.43,1793046502.43,1764585446.84,1764585446.84,1764585446.84,1764585446.84,1764585446.84,1764585446.84,1764585446.84,1764585446.84,1736124391.24,1764585446.84,1736124391.24,1764585446.84,1764585446.84,1764585446.84,1764585446.84,0.00
1STBSRS,Mutual Fund,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,407.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,406500000.00,0.00
1STICB,Mutual Fund,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,1119375000.00,0.00
1STPRIMFMF,Mutual Fund,302.00,304.00,304.00,308.00,314.00,316.00,310.00,310.00,308.00,308.00,304.00,304.00,306.00,304.00,306.00,300.00,302.00,300.00,298.00,296.00,294.00,294.00,292.00,286000000.00,278000000.00,264000000.00,270000000.00,282000000.00,274000000.00,272000000.00,278000000.00,276000000.00,274000000.00,286000000.00,280000000.00,278000000.00,280000000.00,278000000.00,278000000.00,258000000.00,252000000.00,250000000.00,252000000.00,256000000.00,266000000.00,260000000.00,256000000.00,256000000.00,0.00
2NDICB,Mutual Fund,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,149300000.00,0.00
3RDICB,Mutual Fund,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,350000000.00,0.00
4THICB,Mutual Fund,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,228000000.00,0.00
5THICB,Mutual Fund,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,338.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,337650000.00,0.00
6THICB,Mutual Fund,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7THICB,Mutual Fund,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8THICB,Mutual Fund,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,300000000.00,0.00
AAMRATECH,IT,1844.00,1855.00,1877.00,1871.00,1871.00,1871.00,1844.00,1827.00,1816.00,1827.00,1805.00,1811.00,1816.00,1811.00,1805.00,1811.00,1827.00,1805.00,1816.00,1794.00,1783.00,1783.00,1833.00,1799505364.80,1777357606.46,1733062089.79,1733062089.79,1749672908.54,1766283727.30,1755209848.13,1799505364.80,1810579243.97,1805042304.38,1838263941.89,1827190062.72,1810579243.97,1782894546.05,1766283727.30,1771820666.88,1744135968.96,1721988210.62,1727525150.21,1716451271.04,1744135968.96,1760746787.71,1744135968.96,1805042304.38,1805042304.38,0.00
ABBANK,Bank,16755.00,16376.00,16300.00,16527.00,16527.00,16224.00,15845.00,15542.00,15390.00,15466.00,15087.00,14784.00,15087.00,14859.00,14784.00,14784.00,14859.00,14708.00,14632.00,14784.00,14480.00,14480.00,14859.00,14480289410.54,14404476376.98,13797972108.48,13494719974.22,13646346041.35,13494719974.22,13646346041.35,14252850309.85,14556102444.11,14480289410.54,14480289410.54,14252850309.85,13797972108.48,13570533007.79,13570533007.79,13570533007.79,13343093907.10,13115654806.41,13115654806.41,13039841772.85,13191467839.97,13115654806.41,12964028739.28,12888215705.72,12888215705.72,0.00
ABB1STMF,Mutual Fund,1562.00,1539.00,1562.00,1539.00,1539.00,1515.00,1515.00,1515.00,1515.00,1515.00,1491.00,1468.00,1491.00,1491.00,1468.00,1491.00,1491.00,1491.00,1468.00,1468.00,1444.00,1468.00,1468.00,1443957387.70,1467628820.28,1420285955.11,1420285955.11,1420285955.11,1420285955.11,1420285955.11,1443957387.70,1443957387.70,1443957387.70,1443957387.70,1443957387.70,1420285955.11,1420285955.11,1443957387.70,1420285955.11,1420285955.11,1396614522.53,1396614522.53,1396614522.53,1396614522.53,1396614522.53,1396614522.53,1396614522.53,1396614522.53,0.00
ACI,Pharmaceuticals,21797.00,21825.00,21906.00,21868.00,21896.00,22105.00,21925.00,21962.00,22010.00,21972.00,21735.00,21683.00,21640.00,21341.00,21199.00,20915.00,21488.00,21455.00,21503.00,21394.00,21351.00,21280.00,20882.00,20345954479.10,20469205834.28,20042566527.87,20270107491.29,20360175789.31,20279588364.77,20369656662.79,20293809674.98,20161077446.32,19938276919.64,19871910805.31,20151596572.84,19895612989.00,19682293335.79,19331501017.19,18933304331.20,18274383624.63,18881159527.08,19407348004.99,19459492809.11,19241432719.17,18957006514.89,18928563894.46,18923823457.73,18923823457.73,0.00
ACIFORMULA,Pharmaceuticals,7812.00,7943.00,7970.00,8091.00,8100.00,8280.00,8501.00,8559.00,8690.00,8762.00,8726.00,8627.00,8699.00,8744.00,8694.00,8973.00,8951.00,8771.00,8717.00,8690.00,8406.00,8618.00,8325.00,8239500000.00,8329500000.00,8158500000.00,8100000000.00,8307000000.00,8230500000.00,8275500000.00,8266500000.00,8235000000.00,8284500000.00,8347500000.00,8329500000.00,8203500000.00,8271000000.00,8262000000.00,8212500000.00,8190000000.00,8275500000.00,8586000000.00,8919000000.00,8820000000.00,8653500000.00,8743500000.00,8892000000.00,8892000000.00,0.00
ACIZCBOND,Corp. Bond,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ACTIVEFINE,Pharmaceuticals,7038.00,7018.00,7018.00,7118.00,7158.00,7058.00,7038.00,7018.00,6978.00,7018.00,6918.00,6958.00,6998.00,6998.00,6938.00,6958.00,6958.00,6958.00,6938.00,6918.00,6878.00,6878.00,6858.00,6638245380.00,6638245380.00,6298335225.00,6318329940.00,6458292945.00,6418303515.00,6498282375.00,6678234810.00,6658240095.00,6658240095.00,6878181960.00,6978155535.00,6818197815.00,6738218955.00,6698229525.00,6798203100.00,6698229525.00,6598255950.00,6618250665.00,6658240095.00,6678234810.00,6698229525.00,6698229525.00,6738218955.00,6738218955.00,0.00
AFCAGRO,Pharmaceuticals,4099.00,4144.00,4244.00,4253.00,4263.00,4217.00,4135.00,4135.00,4126.00,4135.00,4071.00,4044.00,4071.00,4044.00,4044.00,3962.00,3944.00,3953.00,3980.00,3944.00,3880.00,3898.00,3853.00,3788928000.00,3743388000.00,3533904000.00,3533904000.00,3552120000.00,3497472000.00,3461040000.00,3661416000.00,3679632000.00,3752496000.00,3852684000.00,3788928000.00,3679632000.00,3706956000.00,3652308000.00,3643200000.00,3533904000.00,3442824000.00,3497472000.00,3579444000.00,3679632000.00,3652308000.00,3588552000.00,3670524000.00,3670524000.00,0.00
AFTABAUTO,Industrial,6146.00,6146.00,6175.00,6251.00,6194.00,6165.00,6146.00,6146.00,6089.00,6089.00,5993.00,5974.00,5974.00,5964.00,6012.00,6041.00,6031.00,5964.00,6012.00,5993.00,5955.00,5916.00,5897.00,5791811589.56,5791811589.56,5657786197.41,5619493228.22,5667359439.71,5734372135.78,5753518620.38,5877970770.24,5743945378.08,5753518620.38,5877970770.24,5849251043.34,5743945378.08,5743945378.08,5801384831.86,5753518620.38,5734372135.78,5734372135.78,5715225651.19,5782238347.27,5839677801.05,5849251043.34,5820531316.45,5810958074.16,5810958074.16,0.00
AGNISYSL,IT,1665.00,1665.00,1725.00,1725.00,1703.00,1733.00,1718.00,1703.00,1687.00,1687.00,1672.00,1642.00,1672.00,1649.00,1642.00,1642.00,1642.00,1649.00,1642.00,1619.00,1589.00,1611.00,1604.00,1573432942.55,1565831817.23,1512623939.94,1520225065.27,1520225065.27,1489820563.96,1489820563.96,1626640819.84,1626640819.84,1626640819.84,1786264451.69,1786264451.69,1786264451.69,1763461075.71,1679848697.12,1672247571.80,1603837443.86,1619039694.51,1626640819.84,1611438569.19,1664646446.47,1664646446.47,1619039694.51,1641843070.49,1641843070.49,0.00
AGRANINS,General Insurance,514.00,514.00,514.00,514.00,531.00,516.00,519.00,516.00,516.00,511.00,509.00,501.00,509.00,514.00,514.00,509.00,509.00,511.00,501.00,499.00,489.00,484.00,486.00,481321356.00,488803035.11,468851890.82,458876318.67,471345783.85,468851890.82,486309142.07,496284714.21,496284714.21,493790821.18,488803035.11,486309142.07,483815249.03,478827462.96,481321356.00,468851890.82,476333569.92,466357997.78,468851890.82,471345783.85,476333569.92,486309142.07,491296928.14,483815249.03,483815249.03,0.00
AIBL1STIMF,Mutual Fund,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,790.00,790.00,790.00,790.00,790.00,790.00,810.00,810.00,820.00,820.00,820.00,810.00,810.00,810.00,810000000.00,810000000.00,810000000.00,790000000.00,790000000.00,790000000.00,830000000.00,850000000.00,850000000.00,860000000.00,860000000.00,850000000.00,820000000.00,810000000.00,840000000.00,840000000.00,840000000.00,830000000.00,820000000.00,830000000.00,820000000.00,820000000.00,840000000.00,830000000.00,830000000.00,0.00
AIMS1STMF,Mutual Fund,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1908.00,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,1907906087.96,0.00
AL-HAJTEX,Textile,1899.00,1910.00,1910.00,1922.00,1924.00,1930.00,1895.00,1887.00,1901.00,1885.00,1877.00,1847.00,1867.00,1851.00,1853.00,1871.00,1895.00,1895.00,1869.00,1861.00,1822.00,1794.00,1788.00,1731179008.51,1723070441.72,1646039057.27,1644011915.58,1678473324.41,1658201907.45,1652120482.36,1751450425.47,1751450425.47,1743341858.69,1753477567.17,1836590376.71,1810237534.66,1779830409.22,1785911834.31,1769694700.74,1719016158.33,1696717599.68,1710907591.55,1680500466.11,1710907591.55,1714961874.94,1692663316.28,1769694700.74,1769694700.74,0.00
ALARABANK,Bank,23963.00,24162.00,24261.00,24460.00,24758.00,24858.00,24758.00,24758.00,24858.00,24858.00,24758.00,24261.00,24261.00,23764.00,24361.00,23963.00,23963.00,23963.00,23863.00,24261.00,24062.00,24062.00,23863.00,23465632042.35,23565062686.60,22869048176.87,22272464311.38,23266770753.86,22869048176.87,23763923975.09,24161646552.08,24261077196.33,24062215907.83,24062215907.83,23962785263.59,23863354619.34,23664493330.85,23863354619.34,24161646552.08,24161646552.08,23863354619.34,24062215907.83,24062215907.83,24062215907.83,24161646552.08,24161646552.08,23962785263.59,23962785263.59,0.00
ALLTEX,Textile,660.00,644.00,644.00,644.00,660.00,655.00,638.00,644.00,649.00,644.00,655.00,649.00,644.00,655.00,660.00,649.00,649.00,655.00,660.00,649.00,638.00,655.00,644.00,632438400.00,643632000.00,593260800.00,598857600.00,638035200.00,643632000.00,643632000.00,654825600.00,710793600.00,777955200.00,789148800.00,761164800.00,721987200.00,727584000.00,738777600.00,716390400.00,710793600.00,705196800.00,688406400.00,710793600.00,721987200.00,721987200.00,716390400.00,710793600.00,710793600.00,0.00
ALPHATOBA,Foods & Allied,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AMBEEPHA,Pharmaceuticals,929.00,934.00,961.00,970.00,951.00,956.00,943.00,944.00,957.00,946.00,936.00,928.00,932.00,936.00,944.00,939.00,941.00,935.00,932.00,934.00,925.00,926.00,928.00,909840000.00,900720000.00,877200000.00,893280000.00,912480000.00,939600000.00,935520000.00,934800000.00,924720000.00,942240000.00,1008000000.00,981840000.00,955680000.00,1002240000.00,1024080000.00,1071600000.00,1078560000.00,1034400000.00,1043040000.00,1058160000.00,1037760000.00,1028160000.00,1058160000.00,1058160000.00,1058160000.00,0.00
AMCL(PRAN),Foods & Allied,1776.00,1776.00,1810.00,1808.00,1816.00,1804.00,1834.00,1857.00,1828.00,1803.00,1774.00,1776.00,1793.00,1798.00,1778.00,1761.00,1761.00,1755.00,1746.00,1750.00,1750.00,1738.00,1727.00,1706400000.00,1716800000.00,1730400000.00,1700800000.00,1722400000.00,1720800000.00,1721600000.00,1734400000.00,1741600000.00,1784800000.00,1763200000.00,1725600000.00,1715200000.00,1771200000.00,1749600000.00,1724800000.00,1765600000.00,1748000000.00,1734400000.00,1723200000.00,1719200000.00,1757600000.00,1784000000.00,1804000000.00,1804000000.00,0.00
ANLIMAYARN,Textile,563.00,572.00,582.00,570.00,575.00,572.00,574.00,577.00,579.00,579.00,570.00,563.00,570.00,570.00,572.00,579.00,595.00,586.00,584.00,568.00,561.00,557.00,549.00,544967900.00,541394340.00,518166200.00,528886880.00,528886880.00,528886880.00,528886880.00,550328240.00,537820780.00,550328240.00,557475360.00,568196040.00,561048920.00,561048920.00,564622480.00,561048920.00,555688580.00,552115020.00,553901800.00,548541460.00,557475360.00,557475360.00,559262140.00,571769600.00,571769600.00,0.00
ANWARGALV,Industrial,1170.00,1165.00,1157.00,1160.00,1146.00,1133.00,1111.00,1090.00,1095.00,1089.00,1128.00,1092.00,1085.00,1054.00,1038.00,1034.00,1063.00,1101.00,1080.00,1069.00,1044.00,1047.00,1044.00,1014948000.00,1016400000.00,977196000.00,971388000.00,985908000.00,980100000.00,1014948000.00,1115136000.00,1183380000.00,1222584000.00,1205160000.00,1219680000.00,1264692000.00,1219680000.00,1183380000.00,1215324000.00,1238556000.00,1190640000.00,1179024000.00,1161600000.00,1190640000.00,1193544000.00,1237104000.00,1216776000.00,1216776000.00,0.00
APEXFOOT,Tannery,3697.00,3645.00,3615.00,3645.00,3607.00,3660.00,3670.00,3662.00,3650.00,3602.00,3563.00,3548.00,3556.00,3573.00,3582.00,3582.00,3596.00,3608.00,3614.00,3599.00,3593.00,3620.00,3562.00,3597750000.00,3594375000.00,3543750000.00,3526875000.00,3538125000.00,3526875000.00,3533625000.00,3598875000.00,3595500000.00,3618000000.00,3726000000.00,3775500000.00,3735000000.00,3745125000.00,3866625000.00,3772125000.00,3731625000.00,3699000000.00,3705750000.00,3668625000.00,3640500000.00,3696750000.00,3687750000.00,3720375000.00,3720375000.00,0.00
APEXFOODS,Foods & Allied,805.00,829.00,831.00,822.00,817.00,807.00,814.00,814.00,811.00,810.00,810.00,818.00,817.00,806.00,804.00,803.00,802.00,822.00,836.00,817.00,813.00,811.00,818.00,813162240.00,808600320.00,804038400.00,801757440.00,802897920.00,794914560.00,796055040.00,832550400.00,831980160.00,914664960.00,986515200.00,992217600.00,1052663040.00,1027002240.00,1089728640.00,1080604800.00,1119381120.00,1119381120.00,1160438400.00,1203776640.00,1167851520.00,1256238720.00,1225445760.00,1237991040.00,1237991040.00,0.00
APEXSPINN,Textile,979.00,990.00,1008.00,983.00,981.00,993.00,988.00,984.00,1000.00,1025.00,1041.00,1016.00,1011.00,1006.00,992.00,989.00,985.00,1006.00,1003.00,984.00,978.00,974.00,977.00,955920000.00,958440000.00,915600000.00,918120000.00,919800000.00,938280000.00,941640000.00,976080000.00,972720000.00,1030680000.00,1028160000.00,995400000.00,1039080000.00,1141560000.00,1194480000.00,1135680000.00,1177680000.00,1141560000.00,1144920000.00,1121400000.00,1118880000.00,1147440000.00,1219680000.00,1206240000.00,1206240000.00,0.00
APEXTANRY,Tannery,2265.00,2265.00,2256.00,2262.00,2265.00,2242.00,2249.00,2248.00,2237.00,2227.00,2205.00,2210.00,2202.00,2182.00,2172.00,2170.00,2164.00,2164.00,2185.00,2199.00,2167.00,2187.00,2178.00,2176272000.00,2089404000.00,2058924000.00,2055876000.00,2052828000.00,2052828000.00,2075688000.00,2087880000.00,2089404000.00,2247900000.00,2197608000.00,2215896000.00,2209800000.00,2279904000.00,2324100000.00,2257044000.00,2234184000.00,2159508000.00,2164080000.00,2211324000.00,2200656000.00,2218944000.00,2336292000.00,2348484000.00,2348484000.00,0.00
APEXWEAV,Textile,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
APOLOISPAT,Industrial,6429.00,6546.00,6663.00,6663.00,6701.00,6624.00,6585.00,6585.00,6546.00,6507.00,6429.00,6351.00,6429.00,6351.00,6312.00,6273.00,6312.00,6273.00,6273.00,5844.00,5805.00,5727.00,5844.00,5610528000.00,5571566000.00,5298832000.00,5337794000.00,5415718000.00,5454680000.00,5454680000.00,5727414000.00,5805338000.00,5766376000.00,5844300000.00,5805338000.00,5727414000.00,5649490000.00,5688452000.00,5649490000.00,5493642000.00,5415718000.00,5415718000.00,5415718000.00,5493642000.00,5610528000.00,5532604000.00,5532604000.00,5532604000.00,0.00
ARAMIT,Industrial,2006.00,2027.00,2152.00,2111.00,2113.00,2177.00,2147.00,2077.00,2083.00,2083.00,2062.00,2055.00,2074.00,2048.00,2045.00,2055.00,2057.00,2060.00,2076.00,2055.00,2044.00,2042.00,2049.00,2031000000.00,2031600000.00,2010000000.00,2010600000.00,2038200000.00,2074200000.00,2078400000.00,2134200000.00,2082600000.00,2090400000.00,2135400000.00,2089200000.00,2073600000.00,2080200000.00,2067000000.00,2124000000.00,2156400000.00,2096400000.00,2085600000.00,2085600000.00,2094000000.00,2081400000.00,2130600000.00,2158200000.00,2158200000.00,0.00
ARAMITCEM,Cement,1027.00,1040.00,1020.00,1016.00,1016.00,1016.00,1006.00,1010.00,1016.00,1006.00,1006.00,999.00,1027.00,1016.00,1047.00,1084.00,1074.00,1064.00,1067.00,1067.00,1040.00,1060.00,1057.00,996072000.00,1023176000.00,972356000.00,985908000.00,1023176000.00,1016400000.00,989296000.00,1019788000.00,1019788000.00,1060444000.00,1053668000.00,1036728000.00,1009624000.00,1002848000.00,1006236000.00,1009624000.00,1013012000.00,1009624000.00,1009624000.00,1013012000.00,1013012000.00,1013012000.00,1002848000.00,1002848000.00,1002848000.00,0.00
ARGONDENIM,Textile,3707.00,3767.00,3887.00,3851.00,3827.00,3779.00,3755.00,3755.00,3743.00,3731.00,3671.00,3635.00,3671.00,3683.00,3671.00,3695.00,3707.00,3767.00,3755.00,3731.00,3707.00,3743.00,3707.00,3623311440.00,3635309160.00,3527329680.00,3503334240.00,3515331960.00,3467341080.00,3479338800.00,3611313720.00,3563322840.00,3563322840.00,3599316000.00,3599316000.00,3563322840.00,3527329680.00,3491336520.00,3503334240.00,3443345640.00,3383357040.00,3407352480.00,3395354760.00,3431347920.00,3455343360.00,3395354760.00,3323368440.00,3323368440.00,0.00
ASIAINS,General Insurance,1125.00,1068.00,1087.00,1087.00,1087.00,1087.00,1087.00,1097.00,1111.00,1097.00,1083.00,1073.00,1073.00,1087.00,1068.00,1068.00,1045.00,1045.00,1031.00,1012.00,1007.00,1021.00,1017.00,993174032.81,993174032.81,988467046.88,964932117.19,1035536906.25,1035536906.25,1120262653.13,1054364850.00,1077899779.69,1059071835.94,1073192793.75,1059071835.94,1054364850.00,1092020737.50,1092020737.50,1044950878.13,1044950878.13,969639103.13,964932117.19,946104173.44,946104173.44,1007294990.63,1016708962.50,974346089.06,974346089.06,0.00
ASIAPACINS,General Insurance,1067.00,1076.00,1076.00,1063.00,1063.00,1042.00,1038.00,1088.00,1059.00,1059.00,1055.00,1055.00,1059.00,1076.00,1080.00,1046.00,1008.00,1008.00,1016.00,1008.00,987.00,999.00,991.00,990990000.00,1012165000.00,965580000.00,965580000.00,1016400000.00,1016400000.00,1046045000.00,1058750000.00,1024870000.00,1016400000.00,1020635000.00,1046045000.00,1067220000.00,1054515000.00,1029105000.00,1024870000.00,1058750000.00,1058750000.00,1058750000.00,1058750000.00,1058750000.00,1058750000.00,1092630000.00,1029105000.00,1029105000.00,0.00
ATCSLGF,Mutual Fund,741.00,729.00,723.00,717.00,717.00,723.00,723.00,723.00,723.00,717.00,711.00,711.00,704.00,698.00,704.00,698.00,692.00,692.00,686.00,680.00,680.00,673.00,667.00,667289345.54,661110740.49,648753530.39,648753530.39,648753530.39,648753530.39,648753530.39,667289345.54,667289345.54,654932135.44,667289345.54,667289345.54,661110740.49,661110740.49,648753530.39,648753530.39,648753530.39,648753530.39,648753530.39,654932135.44,648753530.39,661110740.49,654932135.44,661110740.49,661110740.49,0.00
ATLASBANG,Industrial,3957.00,3939.00,3888.00,3885.00,3864.00,3927.00,4017.00,4042.00,4063.00,4075.00,4102.00,4138.00,4069.00,4005.00,4029.00,3972.00,3969.00,3966.00,4011.00,3960.00,3939.00,3864.00,3825.00,3764444331.51,3791548330.70,3710236333.14,3683132333.95,3758421220.58,3815640774.42,3975253214.08,4062588322.57,4258339427.81,4309535870.71,4164981208.38,4189073652.11,4137877209.20,4038495878.85,3924056771.17,4005368768.73,3875871883.72,4035484323.38,3969230103.15,3893941216.52,3975253214.08,4074634544.43,4186062096.64,4210154540.36,4210154540.36,0.00
AZADIPRIN,Paper & Print,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AZIZPIPES,Industrial,759.00,790.00,770.00,755.00,759.00,765.00,785.00,846.00,870.00,837.00,877.00,845.00,829.00,806.00,811.00,787.00,791.00,834.00,808.00,829.00,806.00,788.00,773.00,772532250.00,768967500.00,724662750.00,717533250.00,725172000.00,736884750.00,728227500.00,743505000.00,778134000.00,766930500.00,754199250.00,741468000.00,724662750.00,728736750.00,725681250.00,697163250.00,730773750.00,717533250.00,705311250.00,700728000.00,721098000.00,727718250.00,767949000.00,750125250.00,750125250.00,0.00
BANGAS,Foods & Allied,1108.00,1167.00,1190.00,1158.00,1170.00,1187.00,1203.00,1233.00,1289.00,1250.00,1234.00,1241.00,1300.00,1342.00,1395.00,1440.00,1442.00,1402.00,1441.00,1457.00,1426.00,1435.00,1318.00,1261618243.88,1365174496.13,1358228649.94,1381591950.75,1452944734.31,1489568286.94,1567866916.69,1631642413.50,1673317490.63,1732041462.94,1810971533.25,1781293826.81,1684051980.19,1685314861.31,1540714972.50,1486411084.13,1572287000.63,1662583001.06,1733304344.06,1737092987.44,1759193407.13,1733935784.63,1717518330.00,1671423168.94,1671423168.94,0.00
